10000,12589,trial,model
0.0,0.0,1,FlatL2
0.0,0.0,1,FlatIP
0.0014090538024902344,0.0015404224395751953,1,FlatL2_PCA
0.023692607879638672,0.013223409652709961,1,IVF
0.1280379295349121,0.15130996704101562,1,IVF-PQ
0.0,0.0,1,HNSWFlat
0.0,0.0,1,Binary-HNSW
0.0,0.0,2,FlatL2
0.0,0.0,2,FlatIP
0.0015406608581542969,0.0013282299041748047,2,FlatL2_PCA
0.023704051971435547,0.026379108428955078,2,IVF
0.14841723442077637,0.17162632942199707,2,IVF-PQ
0.0,0.0,2,HNSWFlat
0.0,0.0,2,Binary-HNSW
